,Date,League,Get,Pay,Value,Confidence,StartDate,DayOfLeague,WeekOfLeague
921,2017-09-15,Harbinger,Exalted Orb,Chaos Orb,66.46987,High,2017-08-05,42,6
922,2017-09-16,Harbinger,Exalted Orb,Chaos Orb,66.0,High,2017-08-05,43,7
923,2017-09-17,Harbinger,Exalted Orb,Chaos Orb,66.0657,High,2017-08-05,44,7
924,2017-09-18,Harbinger,Exalted Orb,Chaos Orb,67.53544,High,2017-08-05,45,7
925,2017-09-19,Harbinger,Exalted Orb,Chaos Orb,70.7088,High,2017-08-05,46,7
926,2017-09-20,Harbinger,Exalted Orb,Chaos Orb,77.6882,High,2017-08-05,47,7
927,2017-09-21,Harbinger,Exalted Orb,Chaos Orb,81.43755,High,2017-08-05,48,7
928,2017-09-22,Harbinger,Exalted Orb,Chaos Orb,83.03894,High,2017-08-05,49,7
929,2017-09-23,Harbinger,Exalted Orb,Chaos Orb,84.34237,High,2017-08-05,50,8
930,2017-09-24,Harbinger,Exalted Orb,Chaos Orb,87.36683,High,2017-08-05,51,8
931,2017-09-25,Harbinger,Exalted Orb,Chaos Orb,87.00229,High,2017-08-05,52,8
932,2017-09-26,Harbinger,Exalted Orb,Chaos Orb,87.96913,High,2017-08-05,53,8
933,2017-09-27,Harbinger,Exalted Orb,Chaos Orb,87.96855,High,2017-08-05,54,8
934,2017-09-28,Harbinger,Exalted Orb,Chaos Orb,89.24398,High,2017-08-05,55,8
935,2017-09-29,Harbinger,Exalted Orb,Chaos Orb,90.346,High,2017-08-05,56,8
936,2017-09-30,Harbinger,Exalted Orb,Chaos Orb,93.43843,High,2017-08-05,57,9
937,2017-10-01,Harbinger,Exalted Orb,Chaos Orb,95.023,High,2017-08-05,58,9
938,2017-10-02,Harbinger,Exalted Orb,Chaos Orb,95.00193,High,2017-08-05,59,9
939,2017-10-03,Harbinger,Exalted Orb,Chaos Orb,96.0,High,2017-08-05,60,9
940,2017-10-04,Harbinger,Exalted Orb,Chaos Orb,95.60304,High,2017-08-05,61,9
941,2017-10-05,Harbinger,Exalted Orb,Chaos Orb,95.5948,High,2017-08-05,62,9
942,2017-10-06,Harbinger,Exalted Orb,Chaos Orb,94.97147,High,2017-08-05,63,9
943,2017-10-07,Harbinger,Exalted Orb,Chaos Orb,93.616,High,2017-08-05,64,10
944,2017-10-08,Harbinger,Exalted Orb,Chaos Orb,87.56029,High,2017-08-05,65,10
945,2017-10-09,Harbinger,Exalted Orb,Chaos Orb,82.3764,High,2017-08-05,66,10
946,2017-10-10,Harbinger,Exalted Orb,Chaos Orb,79.91359,High,2017-08-05,67,10
947,2017-10-11,Harbinger,Exalted Orb,Chaos Orb,81.3795,High,2017-08-05,68,10
948,2017-10-12,Harbinger,Exalted Orb,Chaos Orb,84.67706,High,2017-08-05,69,10
949,2017-10-13,Harbinger,Exalted Orb,Chaos Orb,84.33696,High,2017-08-05,70,10
950,2017-10-14,Harbinger,Exalted Orb,Chaos Orb,83.83442,High,2017-08-05,71,11
951,2017-10-15,Harbinger,Exalted Orb,Chaos Orb,82.83014,High,2017-08-05,72,11
952,2017-10-16,Harbinger,Exalted Orb,Chaos Orb,82.0218,High,2017-08-05,73,11
953,2017-10-17,Harbinger,Exalted Orb,Chaos Orb,81.04576,High,2017-08-05,74,11
954,2017-10-18,Harbinger,Exalted Orb,Chaos Orb,80.92059,High,2017-08-05,75,11
955,2017-10-19,Harbinger,Exalted Orb,Chaos Orb,81.0,High,2017-08-05,76,11
956,2017-10-20,Harbinger,Exalted Orb,Chaos Orb,80.78716,High,2017-08-05,77,11
957,2017-10-21,Harbinger,Exalted Orb,Chaos Orb,79.938,High,2017-08-05,78,12
958,2017-10-22,Harbinger,Exalted Orb,Chaos Orb,78.34485,High,2017-08-05,79,12
959,2017-10-23,Harbinger,Exalted Orb,Chaos Orb,76.74882,High,2017-08-05,80,12
960,2017-10-24,Harbinger,Exalted Orb,Chaos Orb,75.21276,High,2017-08-05,81,12
961,2017-10-25,Harbinger,Exalted Orb,Chaos Orb,74.99762,High,2017-08-05,82,12
962,2017-10-26,Harbinger,Exalted Orb,Chaos Orb,74.9994,High,2017-08-05,83,12
963,2017-10-27,Harbinger,Exalted Orb,Chaos Orb,75.80059,High,2017-08-05,84,12
964,2017-10-28,Harbinger,Exalted Orb,Chaos Orb,77.6741,High,2017-08-05,85,13
965,2017-10-29,Harbinger,Exalted Orb,Chaos Orb,77.5901,High,2017-08-05,86,13
966,2017-10-30,Harbinger,Exalted Orb,Chaos Orb,76.99119,High,2017-08-05,87,13
967,2017-10-31,Harbinger,Exalted Orb,Chaos Orb,76.57492,High,2017-08-05,88,13
968,2017-11-01,Harbinger,Exalted Orb,Chaos Orb,76.80833,High,2017-08-05,89,13
969,2017-11-02,Harbinger,Exalted Orb,Chaos Orb,76.05754,High,2017-08-05,90,13
970,2017-11-03,Harbinger,Exalted Orb,Chaos Orb,74.76275,High,2017-08-05,91,13
971,2017-11-04,Harbinger,Exalted Orb,Chaos Orb,74.01025,High,2017-08-05,92,14
972,2017-11-05,Harbinger,Exalted Orb,Chaos Orb,73.99078,High,2017-08-05,93,14
973,2017-11-06,Harbinger,Exalted Orb,Chaos Orb,73.71265,High,2017-08-05,94,14
974,2017-11-07,Harbinger,Exalted Orb,Chaos Orb,73.53691,High,2017-08-05,95,14
975,2017-11-08,Harbinger,Exalted Orb,Chaos Orb,73.25147,High,2017-08-05,96,14
976,2017-11-09,Harbinger,Exalted Orb,Chaos Orb,75.18344,High,2017-08-05,97,14
977,2017-11-10,Harbinger,Exalted Orb,Chaos Orb,77.87939,High,2017-08-05,98,14
978,2017-11-11,Harbinger,Exalted Orb,Chaos Orb,82.55501,High,2017-08-05,99,15
979,2017-11-12,Harbinger,Exalted Orb,Chaos Orb,83.65024,High,2017-08-05,100,15
980,2017-11-13,Harbinger,Exalted Orb,Chaos Orb,83.3449,High,2017-08-05,101,15
981,2017-11-14,Harbinger,Exalted Orb,Chaos Orb,84.52481,High,2017-08-05,102,15
982,2017-11-15,Harbinger,Exalted Orb,Chaos Orb,86.97966,High,2017-08-05,103,15
983,2017-11-16,Harbinger,Exalted Orb,Chaos Orb,89.20556,High,2017-08-05,104,15
984,2017-11-17,Harbinger,Exalted Orb,Chaos Orb,89.74535,High,2017-08-05,105,15
985,2017-11-18,Harbinger,Exalted Orb,Chaos Orb,88.51599,High,2017-08-05,106,16
986,2017-11-19,Harbinger,Exalted Orb,Chaos Orb,88.24168,High,2017-08-05,107,16
987,2017-11-20,Harbinger,Exalted Orb,Chaos Orb,88.12098,High,2017-08-05,108,16
988,2017-11-21,Harbinger,Exalted Orb,Chaos Orb,88.0,High,2017-08-05,109,16
989,2017-11-22,Harbinger,Exalted Orb,Chaos Orb,87.90074,High,2017-08-05,110,16
990,2017-11-23,Harbinger,Exalted Orb,Chaos Orb,87.85852,High,2017-08-05,111,16
991,2017-11-24,Harbinger,Exalted Orb,Chaos Orb,88.74632,High,2017-08-05,112,16
992,2017-11-25,Harbinger,Exalted Orb,Chaos Orb,89.40879,High,2017-08-05,113,17
993,2017-11-26,Harbinger,Exalted Orb,Chaos Orb,89.87817,High,2017-08-05,114,17
994,2017-11-27,Harbinger,Exalted Orb,Chaos Orb,89.69384,High,2017-08-05,115,17
995,2017-11-28,Harbinger,Exalted Orb,Chaos Orb,89.95935,High,2017-08-05,116,17
996,2017-11-29,Harbinger,Exalted Orb,Chaos Orb,89.94701,High,2017-08-05,117,17
997,2017-11-30,Harbinger,Exalted Orb,Chaos Orb,90.52278,High,2017-08-05,118,17
998,2017-12-01,Harbinger,Exalted Orb,Chaos Orb,92.43142,High,2017-08-05,119,17
999,2017-12-02,Harbinger,Exalted Orb,Chaos Orb,93.50186,High,2017-08-05,120,18
1000,2017-12-03,Harbinger,Exalted Orb,Chaos Orb,94.06056,High,2017-08-05,121,18
1001,2017-12-04,Harbinger,Exalted Orb,Chaos Orb,94.70674,High,2017-08-05,122,18
1002,2019-12-13,Metamorph,Exalted Orb,Chaos Orb,28.47274,Medium,2019-12-13,1,1
1003,2019-12-14,Metamorph,Exalted Orb,Chaos Orb,55.83333,High,2019-12-13,2,1
1004,2019-12-15,Metamorph,Exalted Orb,Chaos Orb,77.90908,High,2019-12-13,3,1
1005,2019-12-16,Metamorph,Exalted Orb,Chaos Orb,97.0,High,2019-12-13,4,1
1006,2019-12-17,Metamorph,Exalted Orb,Chaos Orb,95.9104,High,2019-12-13,5,1
1007,2019-12-18,Metamorph,Exalted Orb,Chaos Orb,96.0,High,2019-12-13,6,1
1008,2019-12-19,Metamorph,Exalted Orb,Chaos Orb,102.88244,High,2019-12-13,7,1
1009,2019-12-20,Metamorph,Exalted Orb,Chaos Orb,107.0,High,2019-12-13,8,2
1010,2019-12-21,Metamorph,Exalted Orb,Chaos Orb,106.0,High,2019-12-13,9,2
1011,2019-12-22,Metamorph,Exalted Orb,Chaos Orb,108.0,High,2019-12-13,10,2
1012,2019-12-23,Metamorph,Exalted Orb,Chaos Orb,115.66108,High,2019-12-13,11,2
1013,2019-12-24,Metamorph,Exalted Orb,Chaos Orb,117.0,High,2019-12-13,12,2
1014,2019-12-25,Metamorph,Exalted Orb,Chaos Orb,119.0,High,2019-12-13,13,2
1015,2019-12-26,Metamorph,Exalted Orb,Chaos Orb,129.0,High,2019-12-13,14,2
1016,2019-12-27,Metamorph,Exalted Orb,Chaos Orb,146.0,High,2019-12-13,15,3
1017,2019-12-28,Metamorph,Exalted Orb,Chaos Orb,147.94237,High,2019-12-13,16,3
1018,2019-12-29,Metamorph,Exalted Orb,Chaos Orb,141.0,High,2019-12-13,17,3
1019,2019-12-30,Metamorph,Exalted Orb,Chaos Orb,138.0,High,2019-12-13,18,3
1020,2019-12-31,Metamorph,Exalted Orb,Chaos Orb,135.0,High,2019-12-13,19,3
1021,2020-01-01,Metamorph,Exalted Orb,Chaos Orb,132.82046,High,2019-12-13,20,3
1022,2020-01-02,Metamorph,Exalted Orb,Chaos Orb,130.0,High,2019-12-13,21,3
1023,2020-01-03,Metamorph,Exalted Orb,Chaos Orb,129.0,High,2019-12-13,22,4
1024,2020-01-04,Metamorph,Exalted Orb,Chaos Orb,128.89399,High,2019-12-13,23,4
1025,2020-01-05,Metamorph,Exalted Orb,Chaos Orb,124.0,High,2019-12-13,24,4
1026,2020-01-06,Metamorph,Exalted Orb,Chaos Orb,119.0,High,2019-12-13,25,4
1027,2020-01-07,Metamorph,Exalted Orb,Chaos Orb,117.0,High,2019-12-13,26,4
1028,2020-01-08,Metamorph,Exalted Orb,Chaos Orb,110.0,High,2019-12-13,27,4
1029,2020-01-09,Metamorph,Exalted Orb,Chaos Orb,111.0,High,2019-12-13,28,4
1030,2020-01-10,Metamorph,Exalted Orb,Chaos Orb,112.0,High,2019-12-13,29,5
1031,2020-01-11,Metamorph,Exalted Orb,Chaos Orb,113.0,High,2019-12-13,30,5
1032,2020-01-12,Metamorph,Exalted Orb,Chaos Orb,116.0025,High,2019-12-13,31,5
1033,2020-01-13,Metamorph,Exalted Orb,Chaos Orb,123.0,High,2019-12-13,32,5
1034,2020-01-14,Metamorph,Exalted Orb,Chaos Orb,137.50045,High,2019-12-13,33,5
1035,2020-01-15,Metamorph,Exalted Orb,Chaos Orb,136.00125,High,2019-12-13,34,5
1036,2020-01-16,Metamorph,Exalted Orb,Chaos Orb,137.0,High,2019-12-13,35,5
1037,2020-01-17,Metamorph,Exalted Orb,Chaos Orb,137.0,High,2019-12-13,36,6
1038,2020-01-18,Metamorph,Exalted Orb,Chaos Orb,137.0,High,2019-12-13,37,6
1039,2020-01-19,Metamorph,Exalted Orb,Chaos Orb,138.0,High,2019-12-13,38,6
1040,2020-01-20,Metamorph,Exalted Orb,Chaos Orb,141.0,High,2019-12-13,39,6
1041,2020-01-21,Metamorph,Exalted Orb,Chaos Orb,149.5,High,2019-12-13,40,6
1042,2020-01-22,Metamorph,Exalted Orb,Chaos Orb,159.08979,High,2019-12-13,41,6
1043,2020-01-23,Metamorph,Exalted Orb,Chaos Orb,166.7976,High,2019-12-13,42,6
1044,2020-01-24,Metamorph,Exalted Orb,Chaos Orb,157.0,High,2019-12-13,43,7
1045,2020-01-25,Metamorph,Exalted Orb,Chaos Orb,150.0,High,2019-12-13,44,7
1046,2020-01-26,Metamorph,Exalted Orb,Chaos Orb,151.33337,High,2019-12-13,45,7
1047,2020-01-27,Metamorph,Exalted Orb,Chaos Orb,156.0,High,2019-12-13,46,7
1048,2020-01-28,Metamorph,Exalted Orb,Chaos Orb,162.0,High,2019-12-13,47,7
1049,2020-01-29,Metamorph,Exalted Orb,Chaos Orb,163.63302,High,2019-12-13,48,7
1050,2020-01-30,Metamorph,Exalted Orb,Chaos Orb,168.0,High,2019-12-13,49,7
1051,2020-01-31,Metamorph,Exalted Orb,Chaos Orb,173.0,High,2019-12-13,50,8
1052,2020-02-01,Metamorph,Exalted Orb,Chaos Orb,175.0,High,2019-12-13,51,8
1053,2020-02-02,Metamorph,Exalted Orb,Chaos Orb,175.00073,High,2019-12-13,52,8
1054,2020-02-03,Metamorph,Exalted Orb,Chaos Orb,180.0,High,2019-12-13,53,8
1055,2020-02-04,Metamorph,Exalted Orb,Chaos Orb,190.0,High,2019-12-13,54,8
1056,2020-02-05,Metamorph,Exalted Orb,Chaos Orb,183.47148,High,2019-12-13,55,8
1057,2020-02-06,Metamorph,Exalted Orb,Chaos Orb,180.35292,High,2019-12-13,56,8
1058,2020-02-07,Metamorph,Exalted Orb,Chaos Orb,185.68707,High,2019-12-13,57,9
1059,2020-02-08,Metamorph,Exalted Orb,Chaos Orb,185.0,High,2019-12-13,58,9
1060,2020-02-09,Metamorph,Exalted Orb,Chaos Orb,186.0,High,2019-12-13,59,9
1061,2020-02-10,Metamorph,Exalted Orb,Chaos Orb,188.0,High,2019-12-13,60,9
1062,2020-02-11,Metamorph,Exalted Orb,Chaos Orb,194.55796,High,2019-12-13,61,9
1063,2020-02-12,Metamorph,Exalted Orb,Chaos Orb,194.0,High,2019-12-13,62,9
1064,2020-02-13,Metamorph,Exalted Orb,Chaos Orb,187.0,High,2019-12-13,63,9
1065,2020-02-14,Metamorph,Exalted Orb,Chaos Orb,178.41743,High,2019-12-13,64,10
1066,2020-02-15,Metamorph,Exalted Orb,Chaos Orb,173.0,High,2019-12-13,65,10
1067,2020-02-16,Metamorph,Exalted Orb,Chaos Orb,170.1662,High,2019-12-13,66,10
1068,2020-02-17,Metamorph,Exalted Orb,Chaos Orb,167.18741,High,2019-12-13,67,10
1069,2020-02-18,Metamorph,Exalted Orb,Chaos Orb,168.0,High,2019-12-13,68,10
1070,2020-02-19,Metamorph,Exalted Orb,Chaos Orb,169.00194,High,2019-12-13,69,10
1071,2020-02-20,Metamorph,Exalted Orb,Chaos Orb,174.0,High,2019-12-13,70,10
1072,2020-02-21,Metamorph,Exalted Orb,Chaos Orb,175.0,High,2019-12-13,71,11
1073,2020-02-22,Metamorph,Exalted Orb,Chaos Orb,176.0,High,2019-12-13,72,11
1074,2020-02-23,Metamorph,Exalted Orb,Chaos Orb,176.48705,High,2019-12-13,73,11
1075,2020-02-24,Metamorph,Exalted Orb,Chaos Orb,177.97134,High,2019-12-13,74,11
1076,2020-02-25,Metamorph,Exalted Orb,Chaos Orb,178.48161,High,2019-12-13,75,11
1077,2020-02-26,Metamorph,Exalted Orb,Chaos Orb,177.70138,High,2019-12-13,76,11
1078,2020-02-27,Metamorph,Exalted Orb,Chaos Orb,177.96105,High,2019-12-13,77,11
1079,2020-02-28,Metamorph,Exalted Orb,Chaos Orb,178.42141,High,2019-12-13,78,12
1080,2020-02-29,Metamorph,Exalted Orb,Chaos Orb,180.0,High,2019-12-13,79,12
1081,2020-03-01,Metamorph,Exalted Orb,Chaos Orb,182.20212,High,2019-12-13,80,12
1082,2020-03-02,Metamorph,Exalted Orb,Chaos Orb,184.0,High,2019-12-13,81,12
1083,2020-03-03,Metamorph,Exalted Orb,Chaos Orb,185.9863,High,2019-12-13,82,12
1084,2020-03-04,Metamorph,Exalted Orb,Chaos Orb,190.0,High,2019-12-13,83,12
1085,2020-03-05,Metamorph,Exalted Orb,Chaos Orb,191.0,High,2019-12-13,84,12
1086,2020-03-06,Metamorph,Exalted Orb,Chaos Orb,192.25217,High,2019-12-13,85,13
1087,2020-03-07,Metamorph,Exalted Orb,Chaos Orb,193.5,High,2019-12-13,86,13
1088,2020-03-08,Metamorph,Exalted Orb,Chaos Orb,194.26189,High,2019-12-13,87,13
1089,2020-03-09,Metamorph,Exalted Orb,Chaos Orb,195.0,High,2019-12-13,88,13
1090,2019-03-09,Synthesis,Exalted Orb,Chaos Orb,51.0,High,2019-03-09,1,1
1091,2019-03-10,Synthesis,Exalted Orb,Chaos Orb,71.0,High,2019-03-09,2,1
1092,2019-03-11,Synthesis,Exalted Orb,Chaos Orb,87.60949,High,2019-03-09,3,1
1093,2019-03-12,Synthesis,Exalted Orb,Chaos Orb,86.36246,High,2019-03-09,4,1
1094,2019-03-13,Synthesis,Exalted Orb,Chaos Orb,93.0,High,2019-03-09,5,1
1095,2019-03-14,Synthesis,Exalted Orb,Chaos Orb,97.0,High,2019-03-09,6,1
1096,2019-03-15,Synthesis,Exalted Orb,Chaos Orb,91.5303,High,2019-03-09,7,1
1097,2019-03-16,Synthesis,Exalted Orb,Chaos Orb,86.39664,High,2019-03-09,8,2
1098,2019-03-17,Synthesis,Exalted Orb,Chaos Orb,87.0,High,2019-03-09,9,2
1099,2019-03-18,Synthesis,Exalted Orb,Chaos Orb,91.5,High,2019-03-09,10,2
1100,2019-03-19,Synthesis,Exalted Orb,Chaos Orb,92.0,High,2019-03-09,11,2
1101,2019-03-20,Synthesis,Exalted Orb,Chaos Orb,92.0,High,2019-03-09,12,2
1102,2019-03-21,Synthesis,Exalted Orb,Chaos Orb,94.08291,High,2019-03-09,13,2
1103,2019-03-22,Synthesis,Exalted Orb,Chaos Orb,97.0,High,2019-03-09,14,2
1104,2019-03-23,Synthesis,Exalted Orb,Chaos Orb,105.7214,High,2019-03-09,15,3
1105,2019-03-24,Synthesis,Exalted Orb,Chaos Orb,111.49106,High,2019-03-09,16,3
1106,2019-03-25,Synthesis,Exalted Orb,Chaos Orb,122.92203,High,2019-03-09,17,3
1107,2019-03-26,Synthesis,Exalted Orb,Chaos Orb,141.41621,High,2019-03-09,18,3
1108,2019-03-27,Synthesis,Exalted Orb,Chaos Orb,151.0,High,2019-03-09,19,3
1109,2019-03-28,Synthesis,Exalted Orb,Chaos Orb,133.0,High,2019-03-09,20,3
1110,2019-03-29,Synthesis,Exalted Orb,Chaos Orb,132.0,High,2019-03-09,21,3
1111,2019-03-30,Synthesis,Exalted Orb,Chaos Orb,131.0,High,2019-03-09,22,4
1112,2019-03-31,Synthesis,Exalted Orb,Chaos Orb,129.19439,High,2019-03-09,23,4
1113,2019-04-01,Synthesis,Exalted Orb,Chaos Orb,131.0,High,2019-03-09,24,4
1114,2019-04-02,Synthesis,Exalted Orb,Chaos Orb,142.0,High,2019-03-09,25,4
1115,2019-04-03,Synthesis,Exalted Orb,Chaos Orb,147.0,High,2019-03-09,26,4
1116,2019-04-04,Synthesis,Exalted Orb,Chaos Orb,145.0,High,2019-03-09,27,4
1117,2019-04-05,Synthesis,Exalted Orb,Chaos Orb,135.1414,High,2019-03-09,28,4
1118,2019-04-06,Synthesis,Exalted Orb,Chaos Orb,130.0,High,2019-03-09,29,5
1119,2019-04-07,Synthesis,Exalted Orb,Chaos Orb,126.505,High,2019-03-09,30,5
1120,2019-04-08,Synthesis,Exalted Orb,Chaos Orb,122.0,High,2019-03-09,31,5
1121,2019-04-09,Synthesis,Exalted Orb,Chaos Orb,121.0,High,2019-03-09,32,5
1122,2019-04-10,Synthesis,Exalted Orb,Chaos Orb,120.0,High,2019-03-09,33,5
1123,2019-04-11,Synthesis,Exalted Orb,Chaos Orb,114.0,High,2019-03-09,34,5
1124,2019-04-12,Synthesis,Exalted Orb,Chaos Orb,114.0,High,2019-03-09,35,5
1125,2019-04-13,Synthesis,Exalted Orb,Chaos Orb,116.0,High,2019-03-09,36,6
1126,2019-04-14,Synthesis,Exalted Orb,Chaos Orb,121.0,High,2019-03-09,37,6
1127,2019-04-15,Synthesis,Exalted Orb,Chaos Orb,127.0,High,2019-03-09,38,6
1128,2019-04-16,Synthesis,Exalted Orb,Chaos Orb,131.0,High,2019-03-09,39,6
1129,2019-04-17,Synthesis,Exalted Orb,Chaos Orb,132.0,High,2019-03-09,40,6
1130,2019-04-18,Synthesis,Exalted Orb,Chaos Orb,133.87401,High,2019-03-09,41,6
1131,2019-04-19,Synthesis,Exalted Orb,Chaos Orb,136.0,High,2019-03-09,42,6
1132,2019-04-20,Synthesis,Exalted Orb,Chaos Orb,145.0,High,2019-03-09,43,7
1133,2019-04-21,Synthesis,Exalted Orb,Chaos Orb,146.0,High,2019-03-09,44,7
1134,2019-04-22,Synthesis,Exalted Orb,Chaos Orb,155.0,High,2019-03-09,45,7
1135,2019-04-23,Synthesis,Exalted Orb,Chaos Orb,158.96076,High,2019-03-09,46,7
1136,2019-04-24,Synthesis,Exalted Orb,Chaos Orb,167.00658,High,2019-03-09,47,7
1137,2019-04-25,Synthesis,Exalted Orb,Chaos Orb,175.0,High,2019-03-09,48,7
1138,2019-04-26,Synthesis,Exalted Orb,Chaos Orb,177.80448,High,2019-03-09,49,7
1139,2019-04-27,Synthesis,Exalted Orb,Chaos Orb,160.0,High,2019-03-09,50,8
1140,2019-04-28,Synthesis,Exalted Orb,Chaos Orb,161.42667,High,2019-03-09,51,8
1141,2019-04-29,Synthesis,Exalted Orb,Chaos Orb,172.99429,High,2019-03-09,52,8
1142,2019-04-30,Synthesis,Exalted Orb,Chaos Orb,174.0,High,2019-03-09,53,8
1143,2019-05-01,Synthesis,Exalted Orb,Chaos Orb,168.0,High,2019-03-09,54,8
1144,2019-05-02,Synthesis,Exalted Orb,Chaos Orb,165.0,High,2019-03-09,55,8
1145,2019-05-03,Synthesis,Exalted Orb,Chaos Orb,155.0,High,2019-03-09,56,8
1146,2019-05-04,Synthesis,Exalted Orb,Chaos Orb,149.75903,High,2019-03-09,57,9
1147,2019-05-05,Synthesis,Exalted Orb,Chaos Orb,144.0,High,2019-03-09,58,9
1148,2019-05-06,Synthesis,Exalted Orb,Chaos Orb,149.42816,High,2019-03-09,59,9
1149,2019-05-07,Synthesis,Exalted Orb,Chaos Orb,150.0,High,2019-03-09,60,9
1150,2019-05-08,Synthesis,Exalted Orb,Chaos Orb,150.0,High,2019-03-09,61,9
1151,2019-05-09,Synthesis,Exalted Orb,Chaos Orb,150.0,High,2019-03-09,62,9
1152,2019-05-10,Synthesis,Exalted Orb,Chaos Orb,153.0,High,2019-03-09,63,9
1153,2019-05-11,Synthesis,Exalted Orb,Chaos Orb,154.0,High,2019-03-09,64,10
1154,2019-05-12,Synthesis,Exalted Orb,Chaos Orb,154.0,High,2019-03-09,65,10
1155,2019-05-13,Synthesis,Exalted Orb,Chaos Orb,149.0,High,2019-03-09,66,10
1156,2019-05-14,Synthesis,Exalted Orb,Chaos Orb,149.0,High,2019-03-09,67,10
1157,2019-05-15,Synthesis,Exalted Orb,Chaos Orb,149.0,High,2019-03-09,68,10
1158,2019-05-16,Synthesis,Exalted Orb,Chaos Orb,148.0,High,2019-03-09,69,10
1159,2019-05-17,Synthesis,Exalted Orb,Chaos Orb,148.0,High,2019-03-09,70,10
1160,2019-05-18,Synthesis,Exalted Orb,Chaos Orb,147.0,High,2019-03-09,71,11
1161,2019-05-19,Synthesis,Exalted Orb,Chaos Orb,147.0,High,2019-03-09,72,11
1162,2019-05-20,Synthesis,Exalted Orb,Chaos Orb,148.0,High,2019-03-09,73,11
1163,2019-05-21,Synthesis,Exalted Orb,Chaos Orb,151.24844,High,2019-03-09,74,11
1164,2019-05-22,Synthesis,Exalted Orb,Chaos Orb,153.0,High,2019-03-09,75,11
1165,2019-05-23,Synthesis,Exalted Orb,Chaos Orb,154.0,High,2019-03-09,76,11
1166,2019-05-24,Synthesis,Exalted Orb,Chaos Orb,155.0,High,2019-03-09,77,11
1167,2019-05-25,Synthesis,Exalted Orb,Chaos Orb,155.0,High,2019-03-09,78,12
1168,2019-05-26,Synthesis,Exalted Orb,Chaos Orb,156.28591,High,2019-03-09,79,12
1169,2019-05-27,Synthesis,Exalted Orb,Chaos Orb,157.00103,High,2019-03-09,80,12
1170,2019-05-28,Synthesis,Exalted Orb,Chaos Orb,159.17994,High,2019-03-09,81,12
1171,2019-05-29,Synthesis,Exalted Orb,Chaos Orb,149.0,High,2019-03-09,82,12
1172,2019-05-30,Synthesis,Exalted Orb,Chaos Orb,145.47,High,2019-03-09,83,12
1173,2019-05-31,Synthesis,Exalted Orb,Chaos Orb,143.0,High,2019-03-09,84,12
1174,2019-06-01,Synthesis,Exalted Orb,Chaos Orb,142.0,High,2019-03-09,85,13
1175,2019-06-02,Synthesis,Exalted Orb,Chaos Orb,139.0,High,2019-03-09,86,13
1176,2019-06-03,Synthesis,Exalted Orb,Chaos Orb,140.0,High,2019-03-09,87,13
1177,2019-06-04,Synthesis,Exalted Orb,Chaos Orb,142.12762,High,2019-03-09,88,13
1178,2018-06-02,Incursion,Exalted Orb,Chaos Orb,32.1607,High,2018-06-02,1,1
1179,2018-06-03,Incursion,Exalted Orb,Chaos Orb,47.0,High,2018-06-02,2,1
1180,2018-06-04,Incursion,Exalted Orb,Chaos Orb,60.0,High,2018-06-02,3,1
1181,2018-06-05,Incursion,Exalted Orb,Chaos Orb,64.0,High,2018-06-02,4,1
1182,2018-06-06,Incursion,Exalted Orb,Chaos Orb,69.0,High,2018-06-02,5,1
1183,2018-06-07,Incursion,Exalted Orb,Chaos Orb,77.0,High,2018-06-02,6,1
1184,2018-06-08,Incursion,Exalted Orb,Chaos Orb,81.0,High,2018-06-02,7,1
1185,2018-06-09,Incursion,Exalted Orb,Chaos Orb,84.80672,High,2018-06-02,8,2
1186,2018-06-10,Incursion,Exalted Orb,Chaos Orb,89.98935,High,2018-06-02,9,2
1187,2018-06-11,Incursion,Exalted Orb,Chaos Orb,100.923,High,2018-06-02,10,2
1188,2018-06-12,Incursion,Exalted Orb,Chaos Orb,112.0,High,2018-06-02,11,2
1189,2018-06-13,Incursion,Exalted Orb,Chaos Orb,113.26107,High,2018-06-02,12,2
1190,2018-06-14,Incursion,Exalted Orb,Chaos Orb,116.0,High,2018-06-02,13,2
1191,2018-06-15,Incursion,Exalted Orb,Chaos Orb,118.0,High,2018-06-02,14,2
1192,2018-06-16,Incursion,Exalted Orb,Chaos Orb,120.0,High,2018-06-02,15,3
1193,2018-06-17,Incursion,Exalted Orb,Chaos Orb,128.05549,High,2018-06-02,16,3
1194,2018-06-18,Incursion,Exalted Orb,Chaos Orb,135.54484,High,2018-06-02,17,3
1195,2018-06-19,Incursion,Exalted Orb,Chaos Orb,145.0,High,2018-06-02,18,3
1196,2018-06-20,Incursion,Exalted Orb,Chaos Orb,148.0,High,2018-06-02,19,3
1197,2018-06-21,Incursion,Exalted Orb,Chaos Orb,150.0,High,2018-06-02,20,3
1198,2018-06-22,Incursion,Exalted Orb,Chaos Orb,149.0,High,2018-06-02,21,3
1199,2018-06-23,Incursion,Exalted Orb,Chaos Orb,149.0,High,2018-06-02,22,4
1200,2018-06-24,Incursion,Exalted Orb,Chaos Orb,150.55715,High,2018-06-02,23,4
1201,2018-06-25,Incursion,Exalted Orb,Chaos Orb,154.6617,High,2018-06-02,24,4
1202,2018-06-26,Incursion,Exalted Orb,Chaos Orb,167.0546,High,2018-06-02,25,4
1203,2018-06-27,Incursion,Exalted Orb,Chaos Orb,180.0,High,2018-06-02,26,4
1204,2018-06-28,Incursion,Exalted Orb,Chaos Orb,136.62824,High,2018-06-02,27,4
