Date,League,Get,Pay,Value,Confidence
2021-08-23,Expedition,Exalted Orb,Chaos Orb,132.0,High
2021-08-24,Expedition,Exalted Orb,Chaos Orb,133.75011,High
2021-08-25,Expedition,Exalted Orb,Chaos Orb,136.25549,High
2021-08-26,Expedition,Exalted Orb,Chaos Orb,141.82505,High
2021-08-27,Expedition,Exalted Orb,Chaos Orb,144.0,High
2021-08-28,Expedition,Exalted Orb,Chaos Orb,144.63896,High
2021-08-29,Expedition,Exalted Orb,Chaos Orb,145.40283,High
2021-08-30,Expedition,Exalted Orb,Chaos Orb,145.11692,High
2021-08-31,Expedition,Exalted Orb,Chaos Orb,145.65804,High
2021-09-01,Expedition,Exalted Orb,Chaos Orb,146.0,High
2021-09-02,Expedition,Exalted Orb,Chaos Orb,147.0,High
2021-09-03,Expedition,Exalted Orb,Chaos Orb,148.0,High
2021-09-04,Expedition,Exalted Orb,Chaos Orb,150.0,High
2021-09-05,Expedition,Exalted Orb,Chaos Orb,152.0,High
2021-09-06,Expedition,Exalted Orb,Chaos Orb,154.70381,High
2021-09-07,Expedition,Exalted Orb,Chaos Orb,158.0,High
2021-09-08,Expedition,Exalted Orb,Chaos Orb,160.52094,High
2021-09-09,Expedition,Exalted Orb,Chaos Orb,165.0,High
2021-09-10,Expedition,Exalted Orb,Chaos Orb,167.00042,High
2021-09-11,Expedition,Exalted Orb,Chaos Orb,171.04927,High
2021-09-12,Expedition,Exalted Orb,Chaos Orb,170.49444,High
2021-09-13,Expedition,Exalted Orb,Chaos Orb,170.0,High
2021-09-14,Expedition,Exalted Orb,Chaos Orb,170.0,High
2021-09-15,Expedition,Exalted Orb,Chaos Orb,170.0,High
2021-09-16,Expedition,Exalted Orb,Chaos Orb,170.0,High
2021-09-17,Expedition,Exalted Orb,Chaos Orb,170.0,High
2021-09-18,Expedition,Exalted Orb,Chaos Orb,170.0,High
2021-09-19,Expedition,Exalted Orb,Chaos Orb,170.0,High
2021-09-20,Expedition,Exalted Orb,Chaos Orb,170.0,High
2021-09-21,Expedition,Exalted Orb,Chaos Orb,170.0,High
2021-09-22,Expedition,Exalted Orb,Chaos Orb,170.0,High
2021-09-23,Expedition,Exalted Orb,Chaos Orb,170.0,High
2021-09-24,Expedition,Exalted Orb,Chaos Orb,170.0,High
2021-09-25,Expedition,Exalted Orb,Chaos Orb,170.24252,High
2021-09-26,Expedition,Exalted Orb,Chaos Orb,170.33333,High
2021-09-27,Expedition,Exalted Orb,Chaos Orb,170.00037,High
2021-09-28,Expedition,Exalted Orb,Chaos Orb,170.20243,High
2021-09-29,Expedition,Exalted Orb,Chaos Orb,170.4865,High
2021-09-30,Expedition,Exalted Orb,Chaos Orb,170.17964,High
2021-10-01,Expedition,Exalted Orb,Chaos Orb,170.0,High
2021-10-02,Expedition,Exalted Orb,Chaos Orb,167.37524,High
2021-10-03,Expedition,Exalted Orb,Chaos Orb,165.0,High
2021-10-04,Expedition,Exalted Orb,Chaos Orb,148.27628,High
2021-10-05,Expedition,Exalted Orb,Chaos Orb,130.0,High
2021-10-06,Expedition,Exalted Orb,Chaos Orb,130.90954,High
2021-10-07,Expedition,Exalted Orb,Chaos Orb,133.79878,High
2021-10-08,Expedition,Exalted Orb,Chaos Orb,134.0,High
2021-10-09,Expedition,Exalted Orb,Chaos Orb,134.80838,High
2021-10-10,Expedition,Exalted Orb,Chaos Orb,133.82413,High
2021-10-11,Expedition,Exalted Orb,Chaos Orb,132.0,High
2021-10-12,Expedition,Exalted Orb,Chaos Orb,131.87506,High
2021-10-13,Expedition,Exalted Orb,Chaos Orb,130.0,High
2021-10-14,Expedition,Exalted Orb,Chaos Orb,125.8975,High
2021-10-15,Expedition,Exalted Orb,Chaos Orb,123.0,High
2021-10-16,Expedition,Exalted Orb,Chaos Orb,120.0,High
2021-10-17,Expedition,Exalted Orb,Chaos Orb,120.0,High
2021-10-18,Expedition,Exalted Orb,Chaos Orb,119.93215,High
2021-10-22,Scourge,Exalted Orb,Chaos Orb,34.45318,High
2021-10-23,Scourge,Exalted Orb,Chaos Orb,63.0,High
2021-10-24,Scourge,Exalted Orb,Chaos Orb,70.0,High
2021-10-25,Scourge,Exalted Orb,Chaos Orb,79.0,High
2021-10-26,Scourge,Exalted Orb,Chaos Orb,80.0,High
2021-10-27,Scourge,Exalted Orb,Chaos Orb,79.81,High
2021-10-28,Scourge,Exalted Orb,Chaos Orb,82.0,High
2021-10-29,Scourge,Exalted Orb,Chaos Orb,95.0,High
2021-10-30,Scourge,Exalted Orb,Chaos Orb,97.0,High
2021-10-31,Scourge,Exalted Orb,Chaos Orb,98.0,High
2021-11-01,Scourge,Exalted Orb,Chaos Orb,108.0,High
2021-11-02,Scourge,Exalted Orb,Chaos Orb,125.0,High
2021-11-03,Scourge,Exalted Orb,Chaos Orb,124.0,High
2021-11-04,Scourge,Exalted Orb,Chaos Orb,120.0,High
2021-11-05,Scourge,Exalted Orb,Chaos Orb,120.0,High
2021-11-06,Scourge,Exalted Orb,Chaos Orb,120.86421,High
2021-11-07,Scourge,Exalted Orb,Chaos Orb,123.0,High
2021-11-08,Scourge,Exalted Orb,Chaos Orb,126.0,High
2021-11-09,Scourge,Exalted Orb,Chaos Orb,132.80042,High
2021-11-10,Scourge,Exalted Orb,Chaos Orb,140.0,High
2021-11-11,Scourge,Exalted Orb,Chaos Orb,147.0,High
2021-11-12,Scourge,Exalted Orb,Chaos Orb,147.0,High
2021-11-13,Scourge,Exalted Orb,Chaos Orb,147.0,High
2021-11-14,Scourge,Exalted Orb,Chaos Orb,145.0,High
2021-11-15,Scourge,Exalted Orb,Chaos Orb,145.0,High
2021-11-16,Scourge,Exalted Orb,Chaos Orb,145.0,High
2021-11-17,Scourge,Exalted Orb,Chaos Orb,146.0,High
2021-11-18,Scourge,Exalted Orb,Chaos Orb,145.0,High
2021-11-19,Scourge,Exalted Orb,Chaos Orb,145.0,High
2021-11-20,Scourge,Exalted Orb,Chaos Orb,145.0,High
2021-11-21,Scourge,Exalted Orb,Chaos Orb,145.0,High
2021-11-22,Scourge,Exalted Orb,Chaos Orb,145.0,High
2021-11-23,Scourge,Exalted Orb,Chaos Orb,146.0,High
2021-11-24,Scourge,Exalted Orb,Chaos Orb,146.0,High
2021-11-25,Scourge,Exalted Orb,Chaos Orb,145.10038,High
2021-11-26,Scourge,Exalted Orb,Chaos Orb,145.0,High
2021-11-27,Scourge,Exalted Orb,Chaos Orb,145.0,High
2021-11-28,Scourge,Exalted Orb,Chaos Orb,145.0,High
2021-11-29,Scourge,Exalted Orb,Chaos Orb,145.0,High
2021-11-30,Scourge,Exalted Orb,Chaos Orb,145.0,High
2021-12-01,Scourge,Exalted Orb,Chaos Orb,145.83977,High
2021-12-02,Scourge,Exalted Orb,Chaos Orb,146.0,High
2021-12-03,Scourge,Exalted Orb,Chaos Orb,146.0,High
2021-12-04,Scourge,Exalted Orb,Chaos Orb,148.87502,High
2021-12-05,Scourge,Exalted Orb,Chaos Orb,150.0,High
2021-12-06,Scourge,Exalted Orb,Chaos Orb,150.0,High
2021-12-07,Scourge,Exalted Orb,Chaos Orb,151.73444,High
2021-12-08,Scourge,Exalted Orb,Chaos Orb,150.7778,High
2021-12-09,Scourge,Exalted Orb,Chaos Orb,151.41117,High
2021-12-10,Scourge,Exalted Orb,Chaos Orb,153.0,High
2021-12-11,Scourge,Exalted Orb,Chaos Orb,153.97236,High
2021-12-12,Scourge,Exalted Orb,Chaos Orb,154.0,High
2021-12-13,Scourge,Exalted Orb,Chaos Orb,154.0,High
2021-12-14,Scourge,Exalted Orb,Chaos Orb,154.82222,High
2021-12-15,Scourge,Exalted Orb,Chaos Orb,155.05942,High
2021-12-16,Scourge,Exalted Orb,Chaos Orb,157.0,High
2021-12-17,Scourge,Exalted Orb,Chaos Orb,158.0,High
2021-12-18,Scourge,Exalted Orb,Chaos Orb,159.0,High
2021-12-19,Scourge,Exalted Orb,Chaos Orb,159.66667,High
2021-12-20,Scourge,Exalted Orb,Chaos Orb,160.0,High
2021-12-21,Scourge,Exalted Orb,Chaos Orb,160.0,High
2021-12-22,Scourge,Exalted Orb,Chaos Orb,160.60006,High
2021-12-23,Scourge,Exalted Orb,Chaos Orb,160.0,High
2021-12-24,Scourge,Exalted Orb,Chaos Orb,160.0,High
2021-12-25,Scourge,Exalted Orb,Chaos Orb,160.66667,High
2021-12-26,Scourge,Exalted Orb,Chaos Orb,160.66667,High
2021-12-27,Scourge,Exalted Orb,Chaos Orb,160.90009,High
2021-12-28,Scourge,Exalted Orb,Chaos Orb,162.0,High
2021-12-29,Scourge,Exalted Orb,Chaos Orb,162.81482,High
2021-12-30,Scourge,Exalted Orb,Chaos Orb,161.70075,High
2021-12-31,Scourge,Exalted Orb,Chaos Orb,161.0,High
2022-01-01,Scourge,Exalted Orb,Chaos Orb,160.0,High
2022-01-02,Scourge,Exalted Orb,Chaos Orb,159.25539,High
2022-01-03,Scourge,Exalted Orb,Chaos Orb,159.0,High
2022-01-04,Scourge,Exalted Orb,Chaos Orb,157.0,High
2022-01-05,Scourge,Exalted Orb,Chaos Orb,155.4447,High
2022-01-06,Scourge,Exalted Orb,Chaos Orb,155.0,High
2022-01-07,Scourge,Exalted Orb,Chaos Orb,154.9375,High
2022-01-08,Scourge,Exalted Orb,Chaos Orb,153.83541,High
2022-01-09,Scourge,Exalted Orb,Chaos Orb,153.0,High
2022-01-10,Scourge,Exalted Orb,Chaos Orb,153.0,High
2022-01-11,Scourge,Exalted Orb,Chaos Orb,153.90576,High
2022-01-12,Scourge,Exalted Orb,Chaos Orb,153.74076,High
2022-01-13,Scourge,Exalted Orb,Chaos Orb,151.0,High
2022-01-14,Scourge,Exalted Orb,Chaos Orb,152.0005,High
2022-01-15,Scourge,Exalted Orb,Chaos Orb,152.0,High
2022-01-16,Scourge,Exalted Orb,Chaos Orb,152.42178,High
2022-01-17,Scourge,Exalted Orb,Chaos Orb,152.66685,High
2022-01-18,Scourge,Exalted Orb,Chaos Orb,152.66682,High
2022-01-19,Scourge,Exalted Orb,Chaos Orb,152.64553,High
2022-01-20,Scourge,Exalted Orb,Chaos Orb,152.03865,High
2022-01-21,Scourge,Exalted Orb,Chaos Orb,151.12814,High
2022-01-22,Scourge,Exalted Orb,Chaos Orb,150.0,High
2022-01-23,Scourge,Exalted Orb,Chaos Orb,148.92316,High
2022-01-24,Scourge,Exalted Orb,Chaos Orb,139.80872,High
2022-01-25,Scourge,Exalted Orb,Chaos Orb,126.39447,High
2022-01-26,Scourge,Exalted Orb,Chaos Orb,124.15805,High
2022-01-27,Scourge,Exalted Orb,Chaos Orb,123.95025,High
2022-01-28,Scourge,Exalted Orb,Chaos Orb,123.57947,High
2022-01-29,Scourge,Exalted Orb,Chaos Orb,120.07179,High
2022-01-30,Scourge,Exalted Orb,Chaos Orb,120.0,High
2022-01-31,Scourge,Exalted Orb,Chaos Orb,120.0005,High
2022-02-01,Scourge,Exalted Orb,Chaos Orb,120.0,High
2022-02-04,Archnemesis,Exalted Orb,Chaos Orb,33.73214,High
2022-02-05,Archnemesis,Exalted Orb,Chaos Orb,79.0,High
2022-02-06,Archnemesis,Exalted Orb,Chaos Orb,83.86252,High
2022-02-07,Archnemesis,Exalted Orb,Chaos Orb,97.41382,High
2022-02-08,Archnemesis,Exalted Orb,Chaos Orb,95.0,High
2022-02-09,Archnemesis,Exalted Orb,Chaos Orb,99.0,High
2022-02-10,Archnemesis,Exalted Orb,Chaos Orb,107.0,High
2022-02-11,Archnemesis,Exalted Orb,Chaos Orb,115.94118,High
2022-02-12,Archnemesis,Exalted Orb,Chaos Orb,115.0,High
2022-02-13,Archnemesis,Exalted Orb,Chaos Orb,115.62519,High
2022-02-14,Archnemesis,Exalted Orb,Chaos Orb,118.83774,High
2022-02-15,Archnemesis,Exalted Orb,Chaos Orb,128.0,High
2022-02-16,Archnemesis,Exalted Orb,Chaos Orb,127.67515,High
2022-02-17,Archnemesis,Exalted Orb,Chaos Orb,126.0,High
2022-02-18,Archnemesis,Exalted Orb,Chaos Orb,126.0,High
2022-02-19,Archnemesis,Exalted Orb,Chaos Orb,127.0,High
2022-02-20,Archnemesis,Exalted Orb,Chaos Orb,127.0,High
2022-02-21,Archnemesis,Exalted Orb,Chaos Orb,126.54174,High
2022-02-22,Archnemesis,Exalted Orb,Chaos Orb,126.38429,High
2022-02-23,Archnemesis,Exalted Orb,Chaos Orb,127.0,High
2022-02-24,Archnemesis,Exalted Orb,Chaos Orb,127.54799,High
2022-02-25,Archnemesis,Exalted Orb,Chaos Orb,128.0,High
2022-02-26,Archnemesis,Exalted Orb,Chaos Orb,129.0,High
2022-02-27,Archnemesis,Exalted Orb,Chaos Orb,129.77635,High
2022-02-28,Archnemesis,Exalted Orb,Chaos Orb,130.0,High
2022-03-01,Archnemesis,Exalted Orb,Chaos Orb,131.875,High
2022-03-02,Archnemesis,Exalted Orb,Chaos Orb,134.26444,High
2022-03-03,Archnemesis,Exalted Orb,Chaos Orb,135.53856,High
2022-03-04,Archnemesis,Exalted Orb,Chaos Orb,137.0,High
2022-03-05,Archnemesis,Exalted Orb,Chaos Orb,140.0,High
2022-03-06,Archnemesis,Exalted Orb,Chaos Orb,143.81639,High
2022-03-07,Archnemesis,Exalted Orb,Chaos Orb,145.0,High
2022-03-08,Archnemesis,Exalted Orb,Chaos Orb,146.83339,High
2022-03-09,Archnemesis,Exalted Orb,Chaos Orb,147.94532,High
2022-03-10,Archnemesis,Exalted Orb,Chaos Orb,149.45493,High
2022-03-11,Archnemesis,Exalted Orb,Chaos Orb,150.0,High
2022-03-12,Archnemesis,Exalted Orb,Chaos Orb,152.0,High
2022-03-13,Archnemesis,Exalted Orb,Chaos Orb,152.63,High
2022-03-14,Archnemesis,Exalted Orb,Chaos Orb,153.76679,High
2022-03-15,Archnemesis,Exalted Orb,Chaos Orb,154.50227,High
2022-03-16,Archnemesis,Exalted Orb,Chaos Orb,157.0,High
2022-03-17,Archnemesis,Exalted Orb,Chaos Orb,160.0,High
2022-03-18,Archnemesis,Exalted Orb,Chaos Orb,163.0,High
2022-03-19,Archnemesis,Exalted Orb,Chaos Orb,164.82413,High
2022-03-20,Archnemesis,Exalted Orb,Chaos Orb,166.0,High
2022-03-21,Archnemesis,Exalted Orb,Chaos Orb,167.86024,High
2022-03-22,Archnemesis,Exalted Orb,Chaos Orb,170.69152,High
2022-03-23,Archnemesis,Exalted Orb,Chaos Orb,172.76473,High
2022-03-24,Archnemesis,Exalted Orb,Chaos Orb,174.0,High
2022-03-25,Archnemesis,Exalted Orb,Chaos Orb,175.0,High
2022-03-26,Archnemesis,Exalted Orb,Chaos Orb,175.0,High
2022-03-27,Archnemesis,Exalted Orb,Chaos Orb,175.0,High
2022-03-28,Archnemesis,Exalted Orb,Chaos Orb,174.0,High
2022-03-29,Archnemesis,Exalted Orb,Chaos Orb,174.0,High
2022-03-30,Archnemesis,Exalted Orb,Chaos Orb,174.0,High
2022-03-31,Archnemesis,Exalted Orb,Chaos Orb,174.0,High
2022-04-01,Archnemesis,Exalted Orb,Chaos Orb,174.0,High
2022-04-02,Archnemesis,Exalted Orb,Chaos Orb,174.0,High
2022-04-03,Archnemesis,Exalted Orb,Chaos Orb,174.0,High
2022-04-04,Archnemesis,Exalted Orb,Chaos Orb,174.0,High
2022-04-05,Archnemesis,Exalted Orb,Chaos Orb,173.77487,High
2022-04-06,Archnemesis,Exalted Orb,Chaos Orb,173.80793,High
2022-04-07,Archnemesis,Exalted Orb,Chaos Orb,174.0,High
2022-04-08,Archnemesis,Exalted Orb,Chaos Orb,173.0,High
2022-04-09,Archnemesis,Exalted Orb,Chaos Orb,173.95001,High
2022-04-10,Archnemesis,Exalted Orb,Chaos Orb,173.77779,High
2022-04-11,Archnemesis,Exalted Orb,Chaos Orb,173.0,High
2022-04-12,Archnemesis,Exalted Orb,Chaos Orb,173.00009,High
2022-04-13,Archnemesis,Exalted Orb,Chaos Orb,173.0,High
2022-04-14,Archnemesis,Exalted Orb,Chaos Orb,173.0,High
2022-04-15,Archnemesis,Exalted Orb,Chaos Orb,171.71451,High
2022-04-16,Archnemesis,Exalted Orb,Chaos Orb,170.0,High
2022-04-17,Archnemesis,Exalted Orb,Chaos Orb,165.0,High
2022-04-18,Archnemesis,Exalted Orb,Chaos Orb,161.33205,High
2022-04-19,Archnemesis,Exalted Orb,Chaos Orb,155.62755,High
2022-04-20,Archnemesis,Exalted Orb,Chaos Orb,154.92328,High
2022-04-21,Archnemesis,Exalted Orb,Chaos Orb,150.15461,High
2022-04-22,Archnemesis,Exalted Orb,Chaos Orb,150.0,High
2022-04-23,Archnemesis,Exalted Orb,Chaos Orb,148.85983,High
2022-04-24,Archnemesis,Exalted Orb,Chaos Orb,145.33357,High
2022-04-25,Archnemesis,Exalted Orb,Chaos Orb,144.80004,High
2022-04-26,Archnemesis,Exalted Orb,Chaos Orb,143.73367,High
2022-04-27,Archnemesis,Exalted Orb,Chaos Orb,144.86253,High
2022-04-28,Archnemesis,Exalted Orb,Chaos Orb,145.0,High
2022-04-29,Archnemesis,Exalted Orb,Chaos Orb,144.82116,High
2022-04-30,Archnemesis,Exalted Orb,Chaos Orb,145.00036,High
2022-05-01,Archnemesis,Exalted Orb,Chaos Orb,144.26738,High
2022-05-02,Archnemesis,Exalted Orb,Chaos Orb,144.0,High
2022-05-03,Archnemesis,Exalted Orb,Chaos Orb,142.58384,High
2022-05-04,Archnemesis,Exalted Orb,Chaos Orb,142.0,High
2022-05-05,Archnemesis,Exalted Orb,Chaos Orb,141.55279,High
2022-05-06,Archnemesis,Exalted Orb,Chaos Orb,140.50872,High
2022-05-07,Archnemesis,Exalted Orb,Chaos Orb,142.89493,High
2022-05-08,Archnemesis,Exalted Orb,Chaos Orb,140.0,High
2022-05-09,Archnemesis,Exalted Orb,Chaos Orb,135.00013,High
2022-05-10,Archnemesis,Exalted Orb,Chaos Orb,137.52778,High
2022-05-13,Sentinel,Exalted Orb,Chaos Orb,44.35,Medium
2022-05-14,Sentinel,Exalted Orb,Chaos Orb,80.93885,High
2022-05-15,Sentinel,Exalted Orb,Chaos Orb,91.0,High
2022-05-16,Sentinel,Exalted Orb,Chaos Orb,109.78349,High
2022-05-17,Sentinel,Exalted Orb,Chaos Orb,112.52581,High
2022-05-18,Sentinel,Exalted Orb,Chaos Orb,110.00181,High
2022-05-19,Sentinel,Exalted Orb,Chaos Orb,122.0,High
2022-05-20,Sentinel,Exalted Orb,Chaos Orb,140.98756,High
2022-05-21,Sentinel,Exalted Orb,Chaos Orb,146.08371,High
2022-05-22,Sentinel,Exalted Orb,Chaos Orb,150.0,High
2022-05-23,Sentinel,Exalted Orb,Chaos Orb,163.78388,High
2022-05-24,Sentinel,Exalted Orb,Chaos Orb,175.0,High
2022-05-25,Sentinel,Exalted Orb,Chaos Orb,174.0,High
2022-05-26,Sentinel,Exalted Orb,Chaos Orb,169.0,High
2022-05-27,Sentinel,Exalted Orb,Chaos Orb,168.0,High
2022-05-28,Sentinel,Exalted Orb,Chaos Orb,169.80328,High
2022-05-29,Sentinel,Exalted Orb,Chaos Orb,171.10768,High
2022-05-30,Sentinel,Exalted Orb,Chaos Orb,173.0,High
2022-05-31,Sentinel,Exalted Orb,Chaos Orb,171.87784,High
2022-06-01,Sentinel,Exalted Orb,Chaos Orb,173.04187,High
2022-06-02,Sentinel,Exalted Orb,Chaos Orb,171.93343,High
2022-06-03,Sentinel,Exalted Orb,Chaos Orb,172.63363,High
2022-06-04,Sentinel,Exalted Orb,Chaos Orb,173.0,High
2022-06-05,Sentinel,Exalted Orb,Chaos Orb,173.55557,High
2022-06-06,Sentinel,Exalted Orb,Chaos Orb,174.0,High
2022-06-07,Sentinel,Exalted Orb,Chaos Orb,175.0,High
2022-06-08,Sentinel,Exalted Orb,Chaos Orb,177.0,High
2022-06-09,Sentinel,Exalted Orb,Chaos Orb,179.0,High
2022-06-10,Sentinel,Exalted Orb,Chaos Orb,179.89802,High
2022-06-11,Sentinel,Exalted Orb,Chaos Orb,181.70184,High
2022-06-12,Sentinel,Exalted Orb,Chaos Orb,180.49022,High
2022-06-13,Sentinel,Exalted Orb,Chaos Orb,180.0,High
2022-06-14,Sentinel,Exalted Orb,Chaos Orb,180.0,High
2022-06-15,Sentinel,Exalted Orb,Chaos Orb,180.0,High
2022-06-16,Sentinel,Exalted Orb,Chaos Orb,180.0,High
2022-06-17,Sentinel,Exalted Orb,Chaos Orb,180.0,High
2022-06-18,Sentinel,Exalted Orb,Chaos Orb,180.0,High
2022-06-19,Sentinel,Exalted Orb,Chaos Orb,180.0,High
2022-06-20,Sentinel,Exalted Orb,Chaos Orb,180.0,High
2022-06-21,Sentinel,Exalted Orb,Chaos Orb,180.0,High
2022-06-22,Sentinel,Exalted Orb,Chaos Orb,180.0,High
2022-06-23,Sentinel,Exalted Orb,Chaos Orb,180.0,High
2022-06-24,Sentinel,Exalted Orb,Chaos Orb,180.0,High
2022-06-25,Sentinel,Exalted Orb,Chaos Orb,180.0,High
2022-06-26,Sentinel,Exalted Orb,Chaos Orb,180.0,High
2022-06-27,Sentinel,Exalted Orb,Chaos Orb,180.0,High
2022-06-28,Sentinel,Exalted Orb,Chaos Orb,179.68425,High
2022-06-29,Sentinel,Exalted Orb,Chaos Orb,179.0,High
2022-06-30,Sentinel,Exalted Orb,Chaos Orb,180.0,High
2022-07-01,Sentinel,Exalted Orb,Chaos Orb,180.0,High
2022-07-02,Sentinel,Exalted Orb,Chaos Orb,179.85004,High
2022-07-03,Sentinel,Exalted Orb,Chaos Orb,180.0,High
2022-07-04,Sentinel,Exalted Orb,Chaos Orb,179.92996,High
2022-07-05,Sentinel,Exalted Orb,Chaos Orb,179.77196,High
2022-07-06,Sentinel,Exalted Orb,Chaos Orb,179.70838,High
2022-07-07,Sentinel,Exalted Orb,Chaos Orb,180.0,High
2022-07-08,Sentinel,Exalted Orb,Chaos Orb,179.86318,High
2022-07-09,Sentinel,Exalted Orb,Chaos Orb,180.0,High
2022-07-10,Sentinel,Exalted Orb,Chaos Orb,179.74171,High
2022-07-11,Sentinel,Exalted Orb,Chaos Orb,179.66667,High
2022-07-12,Sentinel,Exalted Orb,Chaos Orb,179.66667,High
2022-07-13,Sentinel,Exalted Orb,Chaos Orb,179.66667,High
2022-07-14,Sentinel,Exalted Orb,Chaos Orb,179.72266,High
2022-07-15,Sentinel,Exalted Orb,Chaos Orb,179.0,High
2022-07-16,Sentinel,Exalted Orb,Chaos Orb,179.71834,High
2022-07-17,Sentinel,Exalted Orb,Chaos Orb,179.0,High
2022-07-18,Sentinel,Exalted Orb,Chaos Orb,177.96631,High
2022-07-19,Sentinel,Exalted Orb,Chaos Orb,175.0,High
2022-07-20,Sentinel,Exalted Orb,Chaos Orb,173.0,High
2022-07-21,Sentinel,Exalted Orb,Chaos Orb,168.895,High
2022-07-22,Sentinel,Exalted Orb,Chaos Orb,163.0,High
2022-07-23,Sentinel,Exalted Orb,Chaos Orb,158.0,High
2022-07-24,Sentinel,Exalted Orb,Chaos Orb,143.94458,High
2022-07-25,Sentinel,Exalted Orb,Chaos Orb,139.98134,High
2022-07-26,Sentinel,Exalted Orb,Chaos Orb,138.82751,High
2022-07-27,Sentinel,Exalted Orb,Chaos Orb,137.35768,High
2022-07-28,Sentinel,Exalted Orb,Chaos Orb,135.71448,High
2022-07-29,Sentinel,Exalted Orb,Chaos Orb,135.0,High
2022-07-30,Sentinel,Exalted Orb,Chaos Orb,133.0,High
2022-07-31,Sentinel,Exalted Orb,Chaos Orb,132.00028,High
2022-08-01,Sentinel,Exalted Orb,Chaos Orb,131.33765,High
2022-08-02,Sentinel,Exalted Orb,Chaos Orb,131.14171,High
2022-08-03,Sentinel,Exalted Orb,Chaos Orb,131.81826,High
2022-08-04,Sentinel,Exalted Orb,Chaos Orb,133.03072,High
2022-08-05,Sentinel,Exalted Orb,Chaos Orb,133.0,High
2022-08-06,Sentinel,Exalted Orb,Chaos Orb,134.10063,High
2022-08-07,Sentinel,Exalted Orb,Chaos Orb,134.5,High
2022-08-08,Sentinel,Exalted Orb,Chaos Orb,135.69715,High
2022-08-09,Sentinel,Exalted Orb,Chaos Orb,139.0,High
2022-08-10,Sentinel,Exalted Orb,Chaos Orb,140.0,High
2022-08-11,Sentinel,Exalted Orb,Chaos Orb,139.56533,High
2022-08-12,Sentinel,Exalted Orb,Chaos Orb,92.56531,High
2022-08-13,Sentinel,Exalted Orb,Chaos Orb,78.85722,High
2022-08-14,Sentinel,Exalted Orb,Chaos Orb,68.03141,High
2022-08-15,Sentinel,Exalted Orb,Chaos Orb,64.85,High
2022-08-16,Sentinel,Exalted Orb,Chaos Orb,60.0,High
2022-08-20,Kalandra,Divine Orb,Chaos Orb,85.0,High
2022-08-21,Kalandra,Divine Orb,Chaos Orb,95.0,High
2022-08-22,Kalandra,Divine Orb,Chaos Orb,125.0,High
2022-08-23,Kalandra,Divine Orb,Chaos Orb,125.0,High
2022-08-24,Kalandra,Divine Orb,Chaos Orb,130.0,High
2022-08-25,Kalandra,Divine Orb,Chaos Orb,142.86261,High
2022-08-26,Kalandra,Divine Orb,Chaos Orb,161.75939,High
2022-08-27,Kalandra,Divine Orb,Chaos Orb,169.0,High
2022-08-28,Kalandra,Divine Orb,Chaos Orb,169.12906,High
2022-08-29,Kalandra,Divine Orb,Chaos Orb,169.0,High
2022-08-30,Kalandra,Divine Orb,Chaos Orb,170.0,High
2022-08-31,Kalandra,Divine Orb,Chaos Orb,170.0,High
2022-09-01,Kalandra,Divine Orb,Chaos Orb,170.0,High
2022-09-02,Kalandra,Divine Orb,Chaos Orb,170.0,High
2022-09-03,Kalandra,Divine Orb,Chaos Orb,172.0,High
2022-09-04,Kalandra,Divine Orb,Chaos Orb,172.80001,High
2022-09-05,Kalandra,Divine Orb,Chaos Orb,173.69828,High
2022-09-06,Kalandra,Divine Orb,Chaos Orb,173.51396,High
2022-09-07,Kalandra,Divine Orb,Chaos Orb,174.0,High
2022-09-08,Kalandra,Divine Orb,Chaos Orb,174.85969,High
2022-09-09,Kalandra,Divine Orb,Chaos Orb,175.36926,High
2022-09-10,Kalandra,Divine Orb,Chaos Orb,178.0,High
2022-09-11,Kalandra,Divine Orb,Chaos Orb,181.16686,High
2022-09-12,Kalandra,Divine Orb,Chaos Orb,184.75454,High
2022-09-13,Kalandra,Divine Orb,Chaos Orb,190.0,High
2022-09-14,Kalandra,Divine Orb,Chaos Orb,198.40129,High
2022-09-15,Kalandra,Divine Orb,Chaos Orb,204.67548,High
2022-09-16,Kalandra,Divine Orb,Chaos Orb,210.0,High
2022-09-17,Kalandra,Divine Orb,Chaos Orb,209.85,High
2022-09-18,Kalandra,Divine Orb,Chaos Orb,203.0,High
2022-09-19,Kalandra,Divine Orb,Chaos Orb,200.0,High
2022-09-20,Kalandra,Divine Orb,Chaos Orb,200.0,High
2022-09-21,Kalandra,Divine Orb,Chaos Orb,199.86671,High
2022-09-22,Kalandra,Divine Orb,Chaos Orb,200.0,High
2022-09-23,Kalandra,Divine Orb,Chaos Orb,200.0,High
2022-09-24,Kalandra,Divine Orb,Chaos Orb,200.0,High
2022-09-25,Kalandra,Divine Orb,Chaos Orb,200.0,High
2022-09-26,Kalandra,Divine Orb,Chaos Orb,200.0,High
2022-09-27,Kalandra,Divine Orb,Chaos Orb,200.0,High
2022-09-28,Kalandra,Divine Orb,Chaos Orb,200.0,High
2022-09-29,Kalandra,Divine Orb,Chaos Orb,200.0,High
2022-09-30,Kalandra,Divine Orb,Chaos Orb,201.79169,High
2022-10-01,Kalandra,Divine Orb,Chaos Orb,200.45539,High
2022-10-02,Kalandra,Divine Orb,Chaos Orb,201.71668,High
2022-10-03,Kalandra,Divine Orb,Chaos Orb,200.0,High
